interview__key,aggree,date,Q1,Q2,Q3C,Q4,Q5,Q6,Q6_oth,Q7,Q8,Q9,Q10,Q11A,Q11B,B1,B2,B3,B3_oth,B4,B4_oth,B5,B6A,B6B,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C16_oth,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,E1,E2,E3,E4,E4_1,E5,E6,E7,E8,E9,E10,E11__1,E11__2,E11__3,E11__4,E11__5,E11__6,E11_oth,E12,E13,E14,E15,E16A,E16B,E17,E18,E19,E20,E21,E22A,E22B,E23,E24,E25,E26,E28,E29,E30,E31,E32,E33,E34,E35,E36,E37,E38__0,E38__1,E38__2,E38__3,E38__4,E39__0,E39__1,E39__2,E39__3,E39__4,E40,E41,E42,E43,E44,E45,E46,E47,E48,E49,E50,E51_m,E51_f,E52,E53,E53_1,E54,F1,F2,F3,F4,F5,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24,H25,H26,H27,H28,H29
94-85-82-71,Yes,24/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Middle level,Employed Ful,,9,3,3,6,8,0,26,Female,Married,,University d,,Refused,Refused,Refused,Disagree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Agree,Female,Somewhat sat,,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,Yes,Agree,Yes,Yes,not answered,To a limited,To a limited,To a limited,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,,Yes,Yes,To some exte,Don't Know,Refused,Refused,Yes,Yes,Yes,No,Don't Know,Refused,Refused,Not at all,Yes,To a limited,To a limited,To a moderat,To a limited,Yes,To a moderat,To a limited,Yes,Don't Know,To a limited,To a moderat,No,,,,,,,,,,,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a limited,To a limited,Yes,To a moderat,Don't know,Don't know,Yes,Some, ,To a moderat,Don't know,Not at all,Not at all,Not at all,Not at all,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,Don't know,Don't know,Don't know,Don't know,To the fulle,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,Don't know,Don't know,To a limited,To a limited,To a limited,To a limited
65-14-49-96,Yes,17/09/ 2014,Manager,Amhara,Bahir Dar,Hr Directorate,Middle level,Employed Ful,,6,5,5,1,26,0,43,Female,Divorced,,University d,,7071,1,1,Disagree,Disagree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Disagree,Neutral,Neutral,Neutral,Female,Somewhat sat,,To the fulle,Don't know,Don't know,To a limited,To a moderat,To a great e,To the fulle,To a moderat,To a moderat,To a limited,To a great e,No,Neutral,No,No, ,Don't know,Don't know,Don't know,No,No,No,,,,,,,,No,No,No,No,1,14,No,No,No,,Don't Know,,,Not at all,No,Don't know,To the fulle,To a great e,To a moderat,No,,Don't know,Don't Know,Don't Know,Don't know,Don't know,No,,,,,,,,,,,Don't know,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,Don't know,To a limited,To a limited,No,To a limited,10,90,Yes,No, ,Don't know,To a limited,Not at all,To a limited,Not at all,To a limited,To a limited,Not at all,To the fulle,To the fulle,To a great e,To a limited,To a moderat,To a moderat,Not at all,Not at all,To a moderat,To a moderat,Not at all,Not at all,Not at all,Not at all,Not at all,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a limited,Don't know,Don't know,Don't know,Don't know,Don't know
30-41-12-69,Yes,25/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Middle level,Employed Ful,,4,3,3,1,6,0,30,Female,Married,,College dipl,,3800,,2,Neutral,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Female,Very unsatis,,To a limited,To a limited,To a moderat,To a moderat,To a great e,To the fulle,To a great e,To a great e,To a moderat,To a limited,Not at all,No,Neutral,No,No, ,To a great e,To a limited,To the fulle,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,Don't Know,Don't Know,No,,No,,,To a limited,No,To a moderat,To a limited,To a limited,To a limited,No,,To a moderat,Don't Know,Don't Know,To a great e,To a great e,No,,,,,,,,,,,To a moderat,To a great e,To a limited,To a great e,To a moderat,To a limited,Don't know,To the fulle,To the fulle,No,To a great e,Don't know,Don't know,No,No, ,To a moderat,To a moderat,To a limited,To a limited,To a limited,To the fulle,To a great e,To a limited,To a limited,Not at all,Not at all,Not at all,To a moderat,To a moderat,To a moderat,To a moderat,To a limited,To the fulle,To the fulle,To a moderat,To a moderat,Don't know,Don't know,Don't know,Don't know,Don't know,To a great e,To a moderat,To a moderat,To the fulle,To the fulle,To a great e,To a great e,To the fulle,To a great e
07-81-19-73,Yes,18/09/ 2014,Extension Expert,Sidama,Hawassa,Agricultural Extension,Senior offic,Employed Ful,,4,1,0,0,2,1,38,Male,Married,,College dipl,,8017,2,0,Strongly dis,Strongly dis,Strongly dis,Strongly dis,Neutral,Neutral,Strongly dis,Strongly dis,Strongly dis,Disagree,Neutral,Neutral,Neutral,Agree,Female,Somewhat sat,,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a limited,To a great e,Yes,Agree,No,No, ,Not at all,To a limited,Don't know,Yes,No,No,,,,,,,,No,No,No,No,4,1,Yes,No,No,,No,,,To a moderat,No,To a limited,Don't know,To a limited,To a limited,No,,To a moderat,No,No,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a great e,To a moderat,To a moderat,Don't know,To a limited,To a limited,To a limited,To a limited,No,To a limited,90,10,No,No, ,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,To a limited,To a limited,Don't know,Not at all,Don't know,Not at all,To a limited,To a limited,To a great e,To a great e,To a limited,To a limited,To the fulle,To the fulle,To the fulle,To the fulle
92-57-47-03,Yes,25/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Lower (less,Employed Ful,,3,1,1,2,13,0,36,Female,Married,,College dipl,,3000,1,1,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Female,Satisfied,,To a moderat,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To a great e,Don't know,To the fulle,Don't know,No,Disagree,No,No, ,To the fulle,To a moderat,Not at all,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,Don't Know,Don't Know,No,,Don't Know,,,To the fulle,No,To the fulle,To a great e,To the fulle,To the fulle,Don't Know,,To the fulle,No,No,To the fulle,To a great e,No,,,,,,,,,,,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Don't know,Don't Know,To a great e,Don't know,Don't know,Don't Know,No, ,To a great e,To a limited,To a moderat,To a limited,To a moderat,To a limited,To the fulle,Don't know,To the fulle,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a limited,To the fulle,To a limited,To a limited,To a limited,To a great e,To a moderat,To a great e,Don't know,To a great e,To the fulle,To the fulle,To a great e,To a limited,To a limited,To a moderat,To a great e,To a great e,To a moderat,To a moderat,To a moderat
10-28-08-85,Yes,16/09/ 2014,Communication Expert,Amhara,Bahir Dar,Extension Communication Directorate,Senior offic,Employed Ful,,12,4,3,8,30,9,50,Female,Married,,University d,,9056,0,0,Neutral,Disagree,Agree,Agree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,Disagree,Disagree,Female,Somewhat sat,,To a moderat,To a great e,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a great e,Don't know,To a great e,To a moderat,Yes,Agree,Yes,Yes,still know i don't see any problems,To a moderat,Don't know,To a moderat,No,No,To some exte,,,,,,,,No,No,Yes,Yes,8,4,Yes,No,Yes,Yes,Yes,0,4,Not at all,Don't Know,To a limited,To a limited,To a moderat,To a limited,Yes,To a moderat,Don't know,No,Don't Know,To a limited,To a moderat,Yes,working collaboratively with co-works,##N/A##,##N/A##,##N/A##,##N/A##,working on weekends and non-working days,##N/A##,##N/A##,##N/A##,##N/A##,To a moderat,To a great e,To a great e,Don't know,Don't know,Don't know,Don't know,Don't know,Don't know,Don't Know,Don't know,67,33,Don't Know,Don't know, ,Don't know,Don't know,To a moderat,To a moderat,Don't know,Don't know,Don't know,Don't know,To a moderat,To a moderat,Don't know,Don't know,Don't know,Don't know,To a moderat,To a limited,Don't know,Don't know,Don't know,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a great e,To a great e,To a limited,To a great e,To a great e,Don't know,To a moderat,Don't know,Don't know,Don't know,Don't know
99-89-82-70,Yes,19/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Expert,Senior offic,Employed Ful,,8,2,2,6,6,0,37,Female,Married,,University d,,7500,1,1,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Female,Extremely sa,,To a great e,To a moderat,To a limited,To a limited,To a moderat,To a great e,Not at all,To a moderat,To a moderat,To a great e,Not at all,No,Neutral,No,No, ,To a great e,To a moderat,To a moderat,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,No,Don't Know,No,,No,,,To a moderat,Don't Know,To a great e,To a moderat,To a limited,To a moderat,Don't Know,,To a great e,No,No,To a moderat,To a moderat,No,,,,,,,,,,,To a great e,To a great e,To a limited,To the fulle,To the fulle,To a moderat,To a moderat,To a moderat,To a great e,Don't Know,To a great e,Don't know,Don't know,Don't Know,No, ,To a limited,To a great e,To a limited,To a moderat,To a great e,To a limited,To a great e,To a moderat,To a limited,To a moderat,To a limited,Not at all,To a limited,To a moderat,Not at all,To the fulle,To the fulle,To the fulle,To the fulle,To a moderat,To a limited,To a moderat,Not at all,To a limited,Not at all,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,Don't know
14-02-59-01,Yes,20/09/ 2014,Vehicle Distribution Expert,Amhara,Bahir Dar,Procurement And Finance Directorate,Middle level,Employed Ful,,25,16,10,7,22,0,50,Female,Married,,University d,,5000,2,1,Strongly dis,Strongly dis,Strongly dis,Disagree,Strongly dis,Disagree,Strongly dis,Disagree,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Satisfied,,Not at all,To a great e,To a great e,To a great e,Not at all,To the fulle,To a limited,To the fulle,Not at all,To the fulle,To a great e,Yes,Agree,No,Yes,such practices are strongly condemned by the organization. this can be seen in the action of an individual.,Don't know,Don't know,Don't know,No,No,No,,,,,,,,No,No,No,No,8,17,Don't Know,No,Yes,Yes,Yes,0,4,To a limited,No,Don't know,To a great e,To a limited,To a limited,Don't Know,,Don't know,No,No,To a limited,To a limited,No,,,,,,,,,,,To a moderat,To a moderat,To a limited,To a limited,To a limited,Don't know,To a great e,To a limited,To a limited,No,Don't know,60,40,No,No, ,Don't know,Don't know,To a limited,Don't know,Don't know,Don't know,Don't know,Not at all,Don't know,To a great e,Don't know,To a great e,Not at all,Don't know,To a limited,To a limited,Not at all,To a limited,Don't know,To a limited,To a limited,Don't know,Not at all,Not at all,Not at all,To a limited,Not at all,To a moderat,To a limited,Not at all,Don't know,Don't know,Don't know,Don't know,To a limited
68-99-27-41,Yes,19/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Par,,9,3,3,6,4,0,28,Female,Married,,University d,,4800,,,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Disagree,Strongly dis,Strongly dis,Female,Somewhat sat,,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a moderat,To a great e,To a great e,To a moderat,No,Disagree,No,No, ,To the fulle,To the fulle,To the fulle,No,No,No,,,,,,,,No,No,No,Don't Know,Don't Know.,Don't Know.,Don't Know,No,No,,Don't Know,,,Don't know,No,To the fulle,To the fulle,To the fulle,To a great e,No,,To the fulle,Don't Know,Don't Know,Don't know,To the fulle,No,,,,,,,,,,,To the fulle,Don't know,Don't know,To the fulle,Don't know,To the fulle,Don't know,Don't know,To the fulle,Don't Know,To a great e,Don't know,Don't know,Don't Know,Don't know, ,Don't know,To a great e,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,To a moderat,To a great e,To a moderat,To a moderat,To the fulle,To a great e,To a moderat,To a great e,To the fulle,To a great e,To a great e,To the fulle,To a great e,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a limited
89-39-50-25,Yes,17/09/ 2014,Not Answered,Sidama,Hawassa,Not Answered,Middle level,Employed Ful,,1,5,0,4,3,0,33,Female,Married,,University d,,6000,2,1,Strongly agr,Strongly agr,Agree,Agree,Strongly agr,Disagree,Strongly agr,Strongly agr,Strongly agr,Agree,Disagree,Disagree,Disagree,Agree,Female,Somewhat sat,,To the fulle,To the fulle,To the fulle,To a great e,To a great e,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a moderat,Yes,Agree,Yes,Yes,don't know,To a great e,Don't know,Don't know,No,No,No,,,,,,,,No,Yes,No,No,4,1,Yes,No,Yes,Yes,Yes,0,4,To a moderat,Yes,To a moderat,To a moderat,To a limited,To a limited,Yes,To a moderat,To a great e,Yes,Yes,To a moderat,To a moderat,No,,,,,,,,,,,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,Don't know,Don't know,Don't know,To a limited,No,To a moderat,90,10,Don't Know,Some, ,Don't know,Don't know,To a limited,Don't know,To a limited,To a limited,To a limited,To a limited,Don't know,To a limited,Don't know,To a limited,Don't know,To a limited,To a limited,Don't know,Not at all,To a limited,To a limited,To a limited,To a limited,Don't know,To a limited,To a limited,To a limited,To a moderat,To a great e,To a limited,To a limited,To the fulle,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat
37-89-81-38,Yes,18/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Senior offic,Employed Ful,,11,6,6,5,5,0,35,Female,Married,,University d,,3800,1,1,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Disagree,Disagree,Disagree,Disagree,Female,Satisfied,,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a limited,To a great e,No,Disagree,No,No, ,To a moderat,To a moderat,To a moderat,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,No,,No,,,Not at all,No,To a great e,To a moderat,To the fulle,To a great e,No,,To a great e,No,No,To a great e,To a moderat,No,,,,,,,,,,,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,To a great e,To the fulle,No,To the fulle,Don't know,Don't know,No,No, ,To a great e,To a great e,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a great e,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a great e,To a great e,To a great e,To a moderat,To the fulle,To a great e,To a great e,Don't know,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a great e,To the fulle,To the fulle,To the fulle
62-70-11-05,Yes,18/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Middle level,Employed Ful,,Refussed,1,Refussed,Refussed,7,0,50,Female,Married,,University d,,Refused,3,1,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Female,Satisfied,,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a great e,To a limited,To a limited,No,Agree,Yes,Yes,not answered,To a limited,To a great e,To a limited,Yes,Yes,To some exte,,,,,,,,Yes,Yes,To some exte,Yes,Refused,Refused,No,Yes,Yes,Yes,Yes,Refused,0,To a limited,Yes,To a moderat,To a limited,To a moderat,To a limited,Yes,To a great e,To a moderat,Yes,Yes,To a moderat,To a moderat,No,,,,,,,,,,,To a moderat,To a moderat,To a moderat,To a moderat,To a great e,To a moderat,To a moderat,Don't know,Don't know,Don't Know,Don't know,Don't know,Don't know,No,Don't know, ,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a moderat,To a moderat,To a moderat,To a moderat,To a limited
94-58-36-69,Yes,19/09/ 2014,Expert,Addis Ababa,Addis Abab,Not Answered,Senior offic,Employed Ful,,9,3,3,6,5,0,38,Female,Married,,No formal ed,,7600,3,1,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Strongly dis,Disagree,Female,Somewhat sat,,To a limited,To a limited,To a moderat,To a moderat,To a limited,To a moderat,To a limited,To a moderat,To a moderat,To a great e,To a limited,Yes,Neutral,Yes,Yes,not answered,Don't know,To a limited,To a limited,No,No,No,,,,,,,,No,No,To some exte,No,Refused,Refused,Yes,No,Don't Know,,No,,,To a moderat,No,To a limited,To a limited,To a moderat,To a great e,Don't Know,,To a limited,Yes,No,To a moderat,To a moderat,No,,,,,,,,,,,Don't know,To a moderat,To a moderat,To a moderat,To a great e,To a great e,To a limited,To a limited,To a limited,No,Don't know,Don't know,Don't know,No,Some, ,To a moderat,To a limited,To a limited,Not at all,Not at all,To a limited,To a limited,Not at all,To a limited,To a moderat,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a limited,To a moderat,To a limited,To a limited,To a great e,To a moderat,To a limited,To a limited,To a limited,To a limited,To a limited
03-40-67-54,Yes,17/09/ 2014,Not Answered,Addis Ababa,Addis Abab,Support Staff,Lower (less,Employed Par,,6,3,3,3,3,6,28,Female,Married,,TVET (circle,,3000,,,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Agree,Neutral,Female,Very unsatis,,To a moderat,To a moderat,To a limited,To a great e,To a moderat,To a moderat,To a great e,To a moderat,To a great e,To a great e,To the fulle,No,Disagree,No,No, ,To a great e,To a moderat,To a great e,No,No,No,,,,,,,,No,No,No,No,Don't Know.,Don't Know.,No,No,Don't Know,,No,,,To a moderat,Don't Know,To the fulle,To the fulle,To the fulle,To a great e,No,,To a moderat,Don't Know,No,To a moderat,To the fulle,No,,,,,,,,,,,To a limited,To a limited,To a moderat,To a moderat,To a great e,To a great e,To a great e,To a great e,To the fulle,Don't Know,To a great e,Don't know,Don't know,No,Don't know, ,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To the fulle,To the fulle,Don't know,Don't know,To the fulle,Don't know,Don't know,To the fulle,To a great e,To the fulle,To the fulle,To the fulle,To a great e,To a moderat,To a great e,To a great e,To the fulle,To a great e,To a moderat,To a moderat,To a moderat,To a great e,To the fulle,To the fulle,To a great e,To the fulle,To the fulle,To a great e,To the fulle,To a moderat
